,Apela,Bambi,Bmp4,Bmp6,Bmp7,Bnc2,Calca,Cnpy1,Cx3cl1,Dbx1,Dkk2,Dlk1,Dlx2,Dmrt1,Dmrt3,Ednrb,Efna2,Egfem1,Emx2,En1,En2,Ephb2,Eya4,Fezf1,Fezf2,Fgf15,Fgf17,Fgf8,Fgfr3,Folr1,Foxa1,Foxa2,Foxj1,Fzd5,Gli3,Gsx2,Hes3,Hopx,Hoxb1,Igfbp5,Irs4,Irx1,Irx3,Irx5,Ism1,Klhl14,Lhx5,Lmo2,Lmx1a,Lmx1b,Lrtm1,Maf,Metrnl,Msx1,Msx2,Msx3,Ngf,Nkx2-1,Nkx2-2,Nkx2-9,Nkx6-1,Nkx6-2,Nr2e1,Nrg1,Nrg3,Ntf3,Ntn1,Ostm1,Pappa,Pax3,Pax5,Pax6,Pax7,Pax8,Phox2b,Ptch1,Ptprz1,Ptx3,Rax,Ror1,Rspo1,Rspo2,Rspo3,Rxrg,Sema5a,Shh,Sim1,Six3,Six6,Slit1,Sost,Sp8,Spon1,Stum,Tal2,Tfap2c,Tox2,Trh,Trhr,Unc5c,Veph1,Wnt1,Wnt3,Wnt3a,Wnt4,Wnt5a,Wnt5b,Wnt7b,Wnt8b,Wnt9a
1200,0.0,0.0,98.42265,23.781038,99.51889,587.2893,0.0,0.28406134,0.34712413,0.0,236.55305,94.795166,11.674593,0.0,60.285545,106.958145,9.389665,102.230415,120.64805,0.0,0.0,325.22626,151.78467,0.0,4.117912,6.1317477,32.39041,3.4803472,0.0,0.7739561,0.0,0.0,0.0,0.0,1020.47723,0.0,0.0,1.6160337,0.0,131.5659,0.0,0.31651756,0.43583804,36.65995,0.8033658,3.850431,18.980272,6.156574,92.28608,67.98549,0.0,45.77554,2.770613,0.0,0.0,0.0,0.0,3.4020517,29.595491,0.0,0.0,0.0,60.145348,136.51366,108.72462,60.398495,44.62988,76.31657,61.12372,128.42427,8.496248,256.4021,14.285778,2.4414628,0.0,461.33536,84.324974,1.3759717,0.0,1350.4838,44.880035,130.08658,79.33061,0.0,137.24911,0.0,15.214388,59.731068,0.7189072,14.784349,0.0,5.7681875,149.29242,2.2561176,5.500903,76.84582,24.710798,0.0,0.0,889.95245,108.326805,0.0,5.5784636,0.85132474,2.1993332,26.873474,375.29266,13.572497,51.666527,36.296665
1201,0.15521805,0.36783955,66.79406,12.756164,96.106094,737.7163,0.13062347,0.51856345,6.6558824,0.0,188.12854,100.405914,4.9579806,1.3939258,27.624557,31.439177,8.650459,87.01684,49.11296,0.0,0.0,321.63892,217.40228,0.43500593,0.8909551,5.0591435,27.398056,6.5095563,0.7006659,0.65851384,0.0,0.0,0.0,1.6555597,878.83167,0.36783955,0.0,3.581372,0.0,191.19102,0.0,0.0,0.62814593,49.12292,25.147774,4.2103004,6.107169,10.781373,41.577248,49.046158,0.0,56.276142,6.4154587,0.0,0.0,0.0,4.033279,3.2959151,38.81594,0.0,0.49881536,0.35283703,37.023533,195.13676,121.43714,69.098076,71.20808,46.27509,58.503117,155.01192,14.504908,80.97397,21.131794,3.1456957,0.0,566.9767,62.570637,0.2680379,0.22813983,1477.9945,43.689785,27.307676,34.215645,1.5941976,185.23473,0.0,37.294613,19.384209,2.392698,15.189551,0.0,3.3552377,204.24664,0.27509463,2.127599,27.115948,43.383183,0.0,6.7447133,1004.0781,103.32298,0.57222354,1.0925826,0.32797962,2.9409978,88.61071,425.5361,5.194856,4.4503946,7.4346776
1202,0.0,0.0,3.1139371,42.71707,19.969107,245.0262,0.0,0.74597615,104.456535,0.0,17.561571,156.7975,27.536345,0.0,9.768469,35.336044,9.769311,471.88144,23.613628,0.0,0.0,622.5987,91.59521,0.0,0.0,2.3524086,0.0,0.0,7.1020403,0.0,0.0,0.0,0.0,0.0,582.0761,0.0,0.0,2.9094563,0.0,186.23004,0.0,0.81666076,7.24056,253.42493,25.268702,0.0,49.295177,28.79523,54.18653,10.120978,0.0,4.547717,0.0,0.0,0.0,0.0,0.0,12.302636,271.02625,0.0,5.311335,1.673292,86.24454,454.25134,310.58566,89.154434,200.44807,108.59172,157.59097,184.23384,18.677006,329.9692,6.887939,6.952853,0.0,637.9822,308.5476,0.0,0.0,550.9755,19.65362,15.823698,41.894413,0.984629,160.69676,1.205698,10.46033,13.714713,0.66656536,119.243454,6.9138327,5.2089124,118.442635,3.9060843,9.55658,3.5049167,74.18296,0.0,0.0,394.30536,38.590343,27.816668,7.9621387,12.573053,0.0,20.679922,143.80656,17.391401,0.0,543.7171
1203,0.0,1.7007368,1.0432767,1.1047804,15.361674,7.9775476,0.0,0.0,3.8260555,0.0,1.4689591,223.45432,4.695441,0.0,62.621933,24.703074,4.1976514,321.26007,195.56581,0.0,0.0,434.39893,94.12625,5.6936226,3.8988953,23.44976,80.52355,1.1291516,2.7750664,3.4994547,0.0,0.0,0.0,0.0,1460.7317,0.0,0.0,0.0,0.0,58.164673,5.117327,0.0,0.0,1.1745809,0.0,7.465753,27.306225,0.5112732,8.111968,2.8702044,0.0,1.9760853,0.0,0.0,1.02216,0.0,0.0,2.98146,27.590796,0.0,0.0,0.0,434.9607,186.23413,957.36176,10.716276,171.0156,469.68137,129.03731,9.16676,44.92046,536.53455,3.6916845,0.0,0.0,233.9225,639.26575,0.0,1.3125212,54.39416,125.06877,6.2927003,16.22897,0.0,118.277214,0.0,16.509785,126.28763,4.7782974,6.462683,0.0,51.408047,40.941273,0.0,3.5403662,28.26963,120.59674,0.0,0.0,87.87576,20.64788,0.0,0.5013225,0.0,0.0,3.8733032,780.01544,76.075645,6.005118,5.790494
1204,0.0,0.0,31.556202,60.185535,31.213966,380.8885,0.0,6.439069,38.574196,0.0,252.36754,79.6729,4.4353366,0.0,4.485462,72.82174,3.953975,200.59995,90.272194,1.0003357,0.0,420.0594,285.372,4.3366632,1.4382249,13.477149,0.0,0.0,2.0652318,7.9238596,0.0,0.0,0.0,0.0,533.2712,0.56736654,0.0,0.0,0.0,176.53545,0.0,0.0,3.149768,75.168816,3.2430096,1.5440888,22.742899,4.826962,161.34576,20.883924,0.0,20.878796,55.854042,0.0,2.026942,0.0,0.0,1.1353786,97.82476,0.0,0.0,0.0,109.580505,141.38359,390.56735,13.584511,108.13216,156.43645,124.62357,116.27542,19.375525,290.0608,5.660528,4.758067,0.0,611.2948,306.87704,2.1224372,0.0,845.71655,37.675514,50.61642,72.79589,4.279093,78.78623,0.0,50.5273,30.118317,4.0444617,58.036335,0.0,2.068116,172.81815,5.4178457,0.0,6.173771,58.501854,0.0,155.30666,968.9207,108.79563,15.692071,3.5279717,13.383821,0.0,6.316021,209.50143,29.706562,0.30010283,87.26423
1205,125.42761,0.0,12.553339,2.9768994,6.9137263,49.346767,0.0,11.227341,3.425246,0.0,20.5716,152.01573,10.310499,0.0,11.884904,70.08516,19.418308,675.6479,127.771324,0.0,0.0,489.9229,88.25475,0.9223525,0.8925162,29.918442,75.67715,9.881161,0.0,1.1309396,0.0,0.0,0.0,0.0,1117.5033,0.5615483,0.0,0.0,0.0,173.31564,0.0,0.0,7.283296,111.57145,4.0382843,3.8003933,39.156845,1.754077,6.2092347,7.2547426,0.0,2.1602855,3.6099637,0.0,0.0,0.0,0.0,33.28891,9.94374,0.0,0.0,0.38395098,221.97935,193.88715,298.67294,22.045345,387.6329,429.8732,156.08386,69.83773,13.609108,129.84628,19.589758,0.6822247,0.0,567.6229,732.244,0.0,0.0,148.70361,15.135685,1.6975766,7.85587,0.0,155.25974,0.0,1.6742444,102.13802,2.1774824,13.710661,0.0,0.0,301.21222,0.0,14.822589,3.247982,242.13792,0.0,0.0,176.80894,32.39945,0.0,0.82511306,1.2181653,1.8425591,22.30652,599.6127,22.257748,20.779766,1.7187364
1206,13.827407,1.3977903,14.597148,11.4913,19.604874,139.58705,126.16819,15.540173,2.8204355,4.7786713,81.65151,61.22055,9.6629095,0.0,0.0,95.23913,17.526358,774.28906,5.439205,2.0515068,0.0,502.55838,88.57138,0.0,0.0,44.899914,14.613124,0.5602646,2.1434546,24.589792,0.0,0.0,0.0,0.0,657.79065,1.3977903,0.0,0.0,0.0,35.04795,0.0,0.0,5.360893,380.15558,4.133319,80.71521,16.425997,2.0778477,7.85513,7.156641,2.892431,7.0106363,0.0,0.6102036,0.0,0.0,0.0,5.1210594,16.530363,0.0,0.0,2.4524918,55.98123,422.69818,454.3546,3.5171568,273.07108,93.87704,193.03331,466.32962,344.84244,171.65932,30.241713,27.516201,0.0,320.25894,364.0441,0.0,0.0,479.15607,8.800922,3.018029,3.9130914,0.0,62.561874,0.0,256.0979,3.3485887,0.0,44.923447,0.0,3.0257916,75.588455,2.1388443,1.2255983,0.0,86.9558,0.0,0.0,740.5975,38.935226,0.3875085,3.119548,5.2830353,0.0,38.529205,254.56802,7.3736167,0.0,2.6259778
1207,4.6105223,1.0937463,2.4205015,2.203329,12.236567,8.333429,0.0,0.0,0.99068445,0.0,5.92048,325.7653,17.658604,1.1251043,8.817391,21.69583,5.8263383,183.5671,141.45795,0.0,0.0,466.70068,81.102745,5.7810783,0.0,52.377617,101.39672,9.540988,1.047517,3.2969012,0.0,0.0,0.0,0.0,1378.0203,1.7110724,0.0,1.9468324,0.0,125.34252,2.5860636,0.0,0.0,2.5734832,0.0,25.163368,17.476492,0.9358573,11.110245,4.289657,0.0,2.5764623,0.0,0.0,0.0,0.0,0.0,13.931891,58.744766,0.0,0.0,1.1507387,370.81464,90.79521,700.0894,15.895096,302.82388,339.29764,203.89873,19.155302,107.74818,223.65489,1.890238,0.0,0.0,411.57715,432.92538,0.0,1.1996902,124.601616,121.32883,2.1363668,3.1833665,0.0,340.70096,0.0,0.0,121.80752,8.864717,10.423411,0.0,30.862442,162.11673,1.9713376,0.7911008,5.0694213,266.50708,0.0,0.0,58.84687,45.548794,0.0,1.5609791,0.0,0.0,13.548516,965.90955,22.121012,1.21889,7.7508125
1208,9.327523,0.28359213,2.274578,12.10478,14.072747,5.5509887,0.0,0.0,3.1271966,0.0,9.5721035,345.68802,8.030202,8.96718,29.95635,28.559526,3.7397335,329.2783,145.05234,0.0,0.0,481.8928,88.98995,4.607839,1.7420584,49.984737,78.85037,8.172108,1.047517,4.5942154,0.0,0.0,0.0,0.0,1308.3826,0.90091825,0.0,2.9917917,0.0,111.649445,3.7707708,0.0,0.0,3.330842,0.0,22.651644,19.237034,0.0,8.840743,2.1038775,0.0,2.8855014,0.0,0.0,0.0,0.0,0.0,4.8998585,100.60774,0.0,0.0,1.1507387,400.71716,154.32553,701.44525,13.369689,320.15604,372.34705,186.53786,12.349648,83.578865,268.91098,1.0644919,0.0,0.0,410.6405,431.7106,0.0,3.1603687,90.28442,117.75443,1.9126432,13.341496,0.0,192.18777,0.0,0.0,135.44173,25.226053,8.100684,0.0,40.138393,139.31187,1.3143731,0.7911008,4.9306006,283.87036,0.0,0.0,68.02882,35.86169,0.0,1.5091674,0.0,0.0,13.055375,813.23315,26.45016,5.3993397,3.8346837
1209,10.743173,0.8354715,0.7960825,0.590856,10.207318,11.203144,0.0,0.0,1.0216433,0.7277851,2.4537332,326.14676,47.349503,0.0,3.0119946,52.313232,3.5246587,243.55295,135.52022,0.0,0.0,523.01337,46.744812,2.8712323,3.5404885,53.920444,68.17315,2.1599839,1.894679,1.954701,0.0,0.0,0.0,0.0,1297.2458,4.594556,0.0,2.0076709,0.0,114.0965,1.472033,0.0,3.903928,5.3636327,0.0,5.6650615,26.845835,0.39790076,7.7918763,1.264826,0.0,1.0385859,0.0,0.0,0.0,0.0,0.0,38.66352,4.78264,0.0,0.0,0.0,324.58618,205.18182,596.02264,9.651547,316.5824,327.94016,143.28593,7.3531737,53.37887,192.0949,0.0,0.0,0.0,503.1707,604.4998,0.0,1.3960661,64.58293,108.97966,0.53983676,8.0598755,0.0,435.72986,9.942553,0.0,156.62814,21.474272,7.697154,0.0,31.449718,133.57033,0.6774945,7.033504,5.258317,279.47662,0.0,0.0,75.398285,14.449939,0.0,1.7911857,0.0,0.0,21.676039,885.74506,20.195326,1.4597667,4.796439
1210,1.7175469,0.72257,9.750225,0.0,11.435564,20.09177,0.0,1.5610825,0.0,0.0,84.35605,228.52206,3.807508,0.0,46.318783,23.699371,2.5412173,173.16995,117.55933,0.0,0.0,315.65067,72.94496,3.5178683,0.0,39.892567,216.53432,44.183334,0.9696797,4.727094,0.0,0.0,0.0,7.103758,1411.5907,0.72257,0.0,2.5668256,0.0,177.79056,1.5949638,0.0,3.21919,85.24695,0.0,23.056871,39.30278,0.0,7.463383,3.5791667,0.0,4.046994,0.0,0.0,0.0,0.0,0.0,1.1819415,10.017021,0.0,1.502849,1.9243704,214.08818,190.39413,717.9051,10.667266,185.09042,295.12106,138.55087,354.74292,193.207,408.2188,8.432556,0.0,0.0,287.43445,290.73822,0.0,0.0,302.65115,127.260864,1.4385223,1.4568386,0.0,154.72914,0.0,1.4477425,63.12609,10.119746,8.235516,0.0,67.616615,33.04803,0.5859412,0.0,13.30291,99.05774,0.0,0.0,291.76398,35.7594,0.0,0.92673916,0.0,0.0,19.328854,889.57275,15.894009,3.6645281,9.999991
1211,0.0,0.0,8.339639,3.011824,11.271048,18.530148,0.0,2.493122,0.0,0.0,4.392918,170.7375,0.6904853,0.0,133.9943,4.7017164,4.9755025,100.00792,359.36404,2.940977,0.0,312.68222,75.55115,4.626435,13.083292,21.124008,233.1228,23.883831,1.6376122,3.9962263,0.0,0.0,0.0,0.0,1661.2922,0.0,0.0,0.0,0.0,99.17836,1.8809954,0.0,0.0,4.01213,3.2980728,3.4604864,38.712986,0.31742883,22.27789,0.0,0.0,0.55569166,0.0,0.0,0.0,0.0,0.0,0.55075204,0.0,0.0,0.0,0.0,360.64587,115.53689,902.569,42.44236,91.38167,393.8531,108.7018,60.441765,93.46051,641.0032,3.532811,0.4496439,0.0,107.814445,210.20474,0.0,0.0,134.52045,314.01602,32.72617,81.84596,0.0,185.59311,0.0,0.0,66.23292,2.2572398,6.10852,0.0,60.780052,25.671917,0.0,1.4373772,55.582672,52.09439,0.0,0.0,108.40225,13.199639,0.0,2.2330325,1.875699,0.5631136,12.2559595,924.0116,52.760536,22.01655,12.24387
1212,2.5833402,0.0,5.908845,0.41545454,18.418804,11.234906,0.0,0.48387724,0.0,1.1243397,7.291863,212.78749,0.5525237,0.0,67.32541,4.242659,5.478947,75.20322,239.69513,0.0,0.0,269.58575,53.63953,9.044114,6.5195827,40.584793,234.9786,16.893452,0.0,5.4229255,0.0,0.0,0.0,0.0,1830.8878,0.0,0.0,3.786062,0.0,71.65007,2.2453814,0.0,0.0,0.99447864,0.9475039,19.910473,25.962334,0.0,21.184998,1.037806,0.0,0.5271946,0.0,0.0,0.0,0.0,0.0,0.0,0.8507322,0.0,0.0,0.0,369.648,59.377094,1307.5583,18.65245,146.60487,399.46307,117.93096,50.256985,135.32294,445.74277,2.182788,0.0,0.0,80.07645,174.63362,0.0,0.0,94.734,257.84256,2.0445633,4.381185,0.0,153.15558,0.0,0.0,106.14695,4.115287,8.374988,0.0,88.03784,15.989286,0.0,3.7547357,46.021847,63.829327,0.0,0.0,56.905785,9.560488,0.0,2.522908,0.0,0.53423595,12.507966,1069.005,56.19326,8.818665,9.835192
1213,0.0,0.0,5.99737,0.92377305,19.17223,9.862131,0.0,0.55503565,0.0,0.0,8.227083,242.31842,0.63377714,0.0,42.20478,1.0220033,6.5711174,80.00352,239.18935,0.0,0.0,278.60052,58.972786,8.796484,5.3095636,46.985775,245.48329,18.888914,1.7821074,5.55688,0.0,0.0,0.0,0.0,1741.0001,0.0,0.0,0.97583985,0.0,79.430626,3.9725778,0.0,0.0,1.1407255,1.0868427,11.211919,26.05144,0.0,22.666918,1.1904246,0.0,0.6047233,0.0,0.0,0.0,0.0,0.0,0.0,0.97583985,0.0,0.0,0.0,390.34818,56.71443,1317.0972,21.01592,148.25581,432.37888,123.70996,54.52178,139.65154,386.2432,1.7606499,0.0,0.0,87.87303,141.85529,0.0,0.0,90.63761,299.52676,2.8878996,10.911575,0.0,171.09093,0.0,0.0,112.92539,4.1361914,8.499219,0.0,85.575775,20.464443,0.0,2.0572555,20.126911,58.77261,0.0,0.0,65.83973,10.328478,0.0,3.3501937,0.0,0.61280006,13.325442,1080.0245,49.719368,8.663513,12.894942
1214,1.0054333,0.0,0.8459,1.306729,22.705112,12.446248,0.0,0.5100328,0.0,1.6888741,7.13694,204.19907,1.2019093,0.0,66.3785,2.2533605,5.312317,79.418205,251.33838,0.0,0.0,272.53674,44.734737,9.532986,8.900899,40.902863,202.99045,4.7804403,0.0,5.08266,0.0,0.0,0.0,0.0,1891.0885,0.0,0.0,3.0939963,0.0,46.871708,2.9610035,0.0,0.0,0.0,0.99872035,9.867026,28.937302,0.67709917,19.589836,0.5380628,0.0,1.7281414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.46652,65.21312,1387.31,13.271051,148.38982,434.22266,106.33878,18.783682,117.43844,391.90585,1.4014852,0.0,0.0,70.085556,194.00024,0.0,0.41454583,96.73958,267.57083,2.242409,8.387844,0.0,153.99629,0.0,0.0,114.3376,2.619124,8.216182,0.0,91.052055,13.181723,0.0,2.971128,54.00045,59.4429,0.0,0.0,44.826416,11.644009,0.0,3.0785565,0.0,0.0,2.9547234,1047.1992,56.466698,6.672111,9.760705
1215,0.0,0.97650135,7.084301,0.8516745,19.187294,10.120146,0.0,0.65780324,0.3454681,1.0591245,6.958745,202.94911,5.1457577,0.0,76.35812,7.569797,4.783543,95.245445,258.26697,0.0,0.0,313.09418,62.1885,5.978313,6.865593,39.231304,197.25536,15.866172,0.0,4.8921957,0.0,0.0,0.0,10.54051,1779.2164,0.97650135,0.0,5.085077,0.0,75.22108,2.289282,0.0,0.0,4.4840117,0.62631613,15.596752,24.66145,0.8226284,19.04435,2.1929116,0.0,2.255298,0.0,0.0,0.0,0.0,0.0,2.2195635,2.3143823,0.0,0.0,0.0,359.63474,121.10174,1067.9557,19.36133,171.0018,403.86554,111.473335,53.453354,126.02898,477.7607,3.0893424,0.0,0.0,95.59655,239.20526,0.0,0.2599694,96.81196,210.62291,2.1966817,10.624445,0.0,262.6926,0.0,0.0,88.61645,6.3233414,8.308176,0.0,70.631874,20.25718,0.36745465,1.8672949,68.0253,71.73141,0.0,0.0,59.957363,20.04408,0.0,1.9306202,0.0,0.353139,14.814594,1023.8885,47.314037,13.6980295,9.818583
1216,0.0,0.0,0.94843334,3.8376327,18.330984,11.945845,0.0,0.0,0.0,1.1878551,4.075627,196.25204,0.65298253,0.0,98.52774,3.0145404,4.8891864,62.14091,263.5645,0.0,0.0,275.34952,45.335323,8.137686,9.906079,36.34571,190.9961,4.8161306,0.0,4.413018,0.0,0.0,0.0,0.0,1924.8684,0.0,0.0,14.111887,0.0,48.35429,2.099078,0.0,0.0,0.0,0.5869117,8.580245,27.960312,0.29437798,21.238815,1.226498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0054108,0.0,0.0,0.0,374.9325,62.79514,1329.9434,18.54152,131.53526,398.8695,108.48612,22.528622,110.493744,411.87576,1.5713623,0.0,0.0,65.333336,197.12344,0.0,0.0,81.262924,280.99985,12.804989,18.651663,0.0,165.225,0.0,0.0,101.70847,3.5016305,5.903774,0.0,89.64931,10.5515375,0.0,3.2185147,51.151226,60.780605,0.0,0.0,50.96071,10.716369,0.0,1.9783723,0.0,0.0,5.3683043,1055.4858,68.09688,29.246183,14.876564
1217,1.0628866,0.0,0.0,6.0748234,24.788836,10.176173,0.0,0.5041013,0.6055887,1.7853812,2.1989884,129.18736,0.61566925,0.0,252.39893,2.7217448,3.2384436,40.197014,292.18686,0.0,0.0,271.3471,51.103043,4.170136,11.209408,17.842506,127.4331,1.9003782,0.0,2.1870875,0.0,0.0,0.0,0.0,2209.025,0.0,0.0,7.0867834,0.0,37.11789,0.5135155,0.0,0.0,0.0,0.0,2.7597466,21.337252,0.2775564,11.136697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.23077,60.59426,1065.8267,17.721067,87.83667,331.58542,76.16027,18.269043,48.398094,483.89716,1.4815701,0.0,0.0,35.395542,305.89,0.0,0.0,76.09512,255.99657,9.767681,26.6295,0.0,110.31102,0.0,0.0,74.762886,1.7272347,4.78818,0.0,80.11802,8.094452,0.0,4.684617,139.30965,46.385864,0.0,0.0,45.092995,11.094037,0.0,0.9217896,0.0,0.0,4.435527,1144.6705,102.350845,71.9077,10.541871
1218,0.0,0.0,1.371218,5.3918495,16.669863,18.635971,0.0,1.5975343,0.5994888,1.8378924,5.285003,117.27784,0.0,3.1130238,249.58293,4.876753,2.3247356,64.38018,390.59366,0.0,0.0,297.46304,44.40823,3.4268298,14.050891,17.69769,134.78297,5.3257337,0.0,1.1162621,0.0,0.0,0.0,0.0,1998.6527,0.0,0.0,3.1759381,0.0,53.09139,0.5286189,0.0,0.7584118,0.7410098,0.0,2.243372,21.245564,4.2591124,9.764981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.6857,173.7556,972.18164,21.461027,79.59702,344.59122,63.547726,23.949757,56.01828,615.7737,2.7036974,0.0,0.0,48.516235,235.74426,0.0,0.0,105.25337,210.87381,3.045488,29.643244,0.0,198.42918,0.0,0.0,60.43392,1.1804922,7.4775653,0.0,78.768036,4.1433544,0.0,4.306903,249.22614,39.596245,0.0,0.0,72.90396,12.118599,0.0,0.5065577,0.0,0.8725851,5.7453156,975.20404,73.743164,47.94875,7.9449797
1219,0.63052595,0.0,0.53047967,6.114663,42.133247,12.8294935,0.0,0.63699526,0.7047156,1.0591245,2.057974,93.98955,0.7537397,0.5440075,348.27353,4.5148473,2.8288267,63.92904,351.80222,0.0,0.0,320.6258,89.08479,5.7957234,18.419558,8.051868,82.28152,2.2320867,1.2578342,3.7191012,0.0,0.0,0.0,0.0,2181.73,0.0,0.0,6.5142426,0.0,38.051285,0.30462784,0.0,0.0,0.0,0.0,1.7061893,23.667976,8.567755,8.297708,0.2160636,0.0,0.73526514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.90582,87.44525,986.2941,18.547144,77.1513,313.13773,55.403625,19.321888,32.283623,486.02853,1.0949612,0.0,0.0,34.078888,308.28494,0.0,0.2599694,74.213234,229.0562,9.415355,57.355827,0.0,124.73096,0.0,0.0,53.131245,0.0,10.055165,0.0,71.692055,6.255953,0.0,3.5695379,174.59317,33.71111,0.0,0.0,43.37186,12.3446865,0.0,0.25490975,0.0,0.0,3.913439,1025.809,114.83236,118.43825,8.587992
1220,1.2400345,0.0,1.0432767,4.981697,21.953133,12.1029215,0.0,0.5881182,0.0,0.68533754,2.4171107,124.12538,0.7182808,1.0207486,233.94484,8.02893,4.2056007,70.529884,287.80405,0.0,0.0,299.1313,67.94559,5.953693,13.329939,12.737762,117.77383,4.3273296,4.709728,2.3972528,0.0,0.0,0.0,0.0,2084.6455,0.0,0.0,2.0057049,0.0,40.607056,1.2615654,0.0,0.0,0.0,0.0,0.5991014,23.285706,0.31049275,8.681229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.83597,76.68883,1065.8606,14.465931,92.53172,365.77997,67.738304,15.474308,56.49976,499.8443,0.8862773,0.0,0.0,52.266365,405.28223,0.0,0.0,66.830734,226.01872,11.366096,35.714493,0.0,85.826706,0.0,0.0,73.488556,0.0,5.544618,0.0,87.86958,7.5915647,0.0,4.124596,176.4519,52.41711,0.0,0.0,38.914253,16.101444,0.0,0.5013225,0.0,0.0,3.2655518,1024.3945,106.32277,70.83329,8.338237
1221,0.0,0.0,2.2898347,17.359589,57.719692,46.504364,0.0,1.2123458,1.3412329,0.75126207,8.682364,128.06744,4.2491417,0.0,269.13138,9.264933,1.6169661,65.68247,358.64993,0.0,0.0,324.65317,54.464542,6.886661,10.804865,11.08631,89.90326,1.153154,0.0,4.434505,0.0,0.0,0.0,0.0,2073.4807,0.0,0.0,0.0,0.0,41.34519,0.5797755,0.0,0.0,2.7455785,0.0,1.819151,33.910027,5.150344,33.81321,2.7466567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8644843,0.0,0.0,0.0,292.5938,61.62616,1038.3202,24.606764,75.86601,301.7128,55.44933,36.51074,21.569427,401.99863,2.4981372,0.0,0.0,59.140503,242.8772,0.0,0.5066914,162.7399,227.70398,15.637671,90.74642,0.0,90.01536,0.0,0.0,58.433895,0.6534118,9.710337,0.0,73.316475,15.79647,0.0,6.3244905,86.764145,42.329178,0.0,0.0,101.22054,47.382214,0.0,1.2194413,0.0,0.0,5.576517,1124.5479,100.26287,89.571304,11.568604
1222,0.0,0.0,22.000744,6.1002755,62.55173,277.6829,0.0,0.0,0.0,1.22489,131.49753,23.868185,0.0,0.0,155.77867,6.9817224,1.528218,72.60464,342.17627,0.0,0.0,349.59772,14.028276,0.0,11.422586,0.0,9.0502405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.6207,0.0,0.0,1.5437913,0.0,17.445623,0.0,1.4078702,7.4248147,76.89418,0.0,10.682651,9.657571,10.312746,8.887121,72.215164,0.0,2.7218552,2.5794516,0.0,0.0,0.0,0.0,5.2320476,0.0,0.0,0.0,4.0342617,98.854454,283.00955,113.18153,7.354166,59.37058,76.46246,14.510079,136.6943,6.3382263,429.15817,6.34328,19.01408,0.0,129.95001,134.62717,0.62354314,0.0,851.00726,92.28495,3.2951105,44.330925,0.0,106.58096,0.0,0.0,2.529928,0.0,7.2138815,0.0,26.675386,20.81016,0.0,0.0,474.3029,18.95459,0.0,0.0,582.47375,1660.5831,0.0,0.0,0.0,0.0,54.728752,267.2872,10.76831,17.203213,1.8858408
1223,0.0,0.0,95.500916,5.7376566,122.88897,549.884,0.38182247,1.1242727,32.281605,0.0,188.25523,78.51805,0.48979887,0.0,7.741059,183.14867,1.530591,207.89462,2.2095568,1.938457,0.0,257.57657,50.757618,0.0,0.0,2.6322103,18.234442,1.6551051,0.61895347,0.79317003,0.0,0.0,2.40176,0.0,880.2677,0.0,0.0,1.4214903,0.0,119.21986,0.0,0.24356844,0.41358128,38.051674,0.0,4.6749296,10.446927,60.179226,39.275032,98.02311,0.0,220.41866,2.347987,1.8029687,0.0,0.0,0.0,0.9946575,2.1187615,0.0,1.22932,0.0,26.044481,452.12473,464.9758,30.391634,60.554874,193.56065,37.53469,106.11708,9.661625,181.16232,10.580959,2.3223584,7.776445,369.53152,66.51158,0.0,0.0,1159.4613,11.849103,31.738651,31.431568,0.0,89.34416,0.0,23.455559,17.18615,1.3341796,58.04663,0.0,0.0,42.0196,0.0,0.0,34.541847,16.455112,0.0,0.0,1294.7191,110.12686,1.8054025,0.478703,2.5924554,0.76978487,171.3319,185.86124,5.8880706,0.0,46.549736
